,name,description,created_at,text,location,retweeted,owner_name,owner_location,owner_created_at,retweeted_count
194,Cap Braza,"S3 do 3ª Batalhão de Infantaria de Selva
Gaúcho da Sertão
Cachaça e Mandacaru",Mon Feb 01 14:08:17 +0000 2021,"New post: ""Exército apoia vacinação em terras indígenas isoladas no Acre"" https://t.co/nAjpgLmrLO… https://t.co/1PovPuq0J9",AM,False,,,,
195,🌳,"inimigo da humanidade, terrorista",Mon Feb 01 14:08:18 +0000 2021,"ontem fui no interior e novamente ninguém de mascara, coronavirus não é uma realidade pra muita gente",natal,False,,,,
196,Cynthia Siqueira🚑🚜,"Ariana,mas,bem ariana mesmo...daquelas que não levam desaforo e vivem batendo a cabeça,afinal,porque não?",Mon Feb 01 14:08:18 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!","São Paulo,Curitiba",True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1075
197,Mario P. Paiva,"Escritor, PHD em video game e apaixonado por histórias fantásticas.",Mon Feb 01 14:08:18 +0000 2021,RT @thiagoavilabr: Distopia frustrante: se todo parlamentar progressista abandonasse seu pragmatismo que fracassou e votasse para a presidê…,,True,Thiago Ávila,Brasil,Mon Feb 01 13:01:09 +0000 2021,56
198,Carlos Pereira,,Mon Feb 01 14:08:18 +0000 2021,"RT @ludmilagrilo: “Fulano debochou” é a apoteose da espetacularização e da criminalização da ninharia nacional. 
Está tudo aí, acontecendo…",Rio de Janeiro,True,Ludmila Lins Grilo,,Mon Jan 25 21:18:16 +0000 2021,804
199,🌻garotakriok🌻,🇧🇷🌻Feita de sonhos com cobertura de Fé Amor☀️🌊🌴♥️🖤👉👉😎,Mon Feb 01 14:08:18 +0000 2021,"RT @correio: Bayer vai produzir a vacina da Curevac contra covid-19.
https://t.co/BVFvRn773f https://t.co/WQOaZgAGWo",rio de janeiro,True,Correio Braziliense,"Brasília, Brasil",Mon Feb 01 11:11:53 +0000 2021,4
200,Rosely Barboza,"Mãe, avó, economista aposentada. Exatamente nesta ordem.
Esquerda é óbvio.",Mon Feb 01 14:08:20 +0000 2021,"RT @AdsumP: Acre: não era só tosse das queimadas, era Covid-19 https://t.co/NImOh8Jdvd",,True,Nivaldo TM,Pindorama,Mon Feb 01 11:48:33 +0000 2021,6
201,Zilis Gomes🇧🇷 🇮🇱,"analista em negócios digitais, gestão publica, escritor e jornalista free e cidadão! alguém lê isso aqui?",Mon Feb 01 14:08:21 +0000 2021,"@kimpkat @RodrigoMaia Brasil quer emprego, quer vacina, quer eficiência de um legislativo corporativista e midiático!","Brasília, Distrito Federal",False,,,,
202,ITS ONLY BEEN 5 YEARS,the wait is not ova,Mon Feb 01 14:08:21 +0000 2021,Tacaram a foto de um cara como só gays pegassem hiv????,RJ,False,,,,
203,AGRIZZIBOY,EMN(PTY)LTD® Director | IG: | Canvas | | endimande@icloud.com 🎱,Mon Feb 01 14:08:21 +0000 2021,Here comes Level Zero Singenile e lifegrand,"South Africa, Pretoria",False,,,,
204,Marcelo A. P. Rocha,,Mon Feb 01 14:08:24 +0000 2021,"RT @AlencarBraga13: 🦠🦠📺📺

Na @CNN dos Estados Unidos, o Brasil é sinônimo de vergonha, tragédia e desastre na pandemia do #Covid19 

Matéri…","Santos , SP",True,Deputado Alencar,Guarulhos - SP,Mon Feb 01 12:00:00 +0000 2021,35
205,César AAC,,Mon Feb 01 14:08:24 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,"Presidente Prudente, Brasil",True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,579
206,Osmar Sempre Lula Magnabosco,,Mon Feb 01 14:08:25 +0000 2021,"RT @gersonsalvador: Recebi uma foto de receita médica com “tratamento precoce” para COVID19: tinha azitromicina, zinco, vitamina C, ivermec…",,True,Gerson Salvador,"São Paulo, Brasil",Sun Jan 31 18:36:39 +0000 2021,347
207,Marcos Mazoni,,Mon Feb 01 14:08:25 +0000 2021,"RT @MarcioPochmann: Pandemia da Covid revela a desorganização das cadeiras globais de valor, a dependência do ocidente ao oriente e a explo…","Florianópolis, Brasil",True,Marcio Pochmann,,Mon Feb 01 13:53:06 +0000 2021,8
208,Cuisine Nationale,"La France ne se limite pas à un #JambonBeurre. 
La Politique, c'est comme la Cuisine : sans amour rien de bon n'en sort!
🇷🇺 🇧🇾 🇷🇸 🇺🇦 🇸🇾 🇮🇷 🇵🇸 🇹🇷",Mon Feb 01 14:08:26 +0000 2021,Bravo !,,False,,,,
209,haus of Iman,🍃🌊🏳️‍🌈| Unfollow é Mútuo,Mon Feb 01 14:08:26 +0000 2021,@RodrigoMaia já começou a trabalhar???,,False,,,,
210,Rogério Pereira Bastos,"Herpetologist, interested in bioacoustics, nature conservation, animal behavior, sexual selection",Mon Feb 01 14:08:26 +0000 2021,"Até quando vão insistir com medicamentos ineficazes. Queremos vacina já!!!

https://t.co/EM3k6nnYua",,False,,,,
211,Blog do Seridó,,Mon Feb 01 14:08:27 +0000 2021,Natal abre mais 28 salas de vacina para atender profissionais de saúde a partir de hoje https://t.co/8JHbtbRyRf,"Caicó, Seridó, RN, Brasil",False,,,,
212,Mari Meloni,"Gestora ambiental, futura educadora, feminista, vegana e mãe de gato. 
Incorrigível defensora da liberdade, da igualdade, da vida, da ciência e do SUS!",Mon Feb 01 14:08:28 +0000 2021,RT @thiagoavilabr: Distopia frustrante: se todo parlamentar progressista abandonasse seu pragmatismo que fracassou e votasse para a presidê…,,True,Thiago Ávila,Brasil,Mon Feb 01 13:01:09 +0000 2021,57
213,Ocarioca,keep moving forward,Mon Feb 01 14:08:28 +0000 2021,Chinês fedaputa vei fudeu com meus esquemas,,False,,,,
214,FernandoRodriguesRJ,,Mon Feb 01 14:08:29 +0000 2021,"RT @OsmarTerra: João Paulo. O que acontece em Manaus foi o surgimento de uma cepa do coronavirus com mais capacidade de infectar, a P1. Com…","Rio de Janeiro,RJ",True,Osmar Terra,Porto Alegre,Mon Feb 01 14:03:01 +0000 2021,14
215,tavioxxi,"founder: Casa 1
stan PARK BOM!
✨🌈❤️",Mon Feb 01 14:08:30 +0000 2021,"RT @AlencarBraga13: 🦠🦠📺📺

Na @CNN dos Estados Unidos, o Brasil é sinônimo de vergonha, tragédia e desastre na pandemia do #Covid19 

Matéri…","São Paulo, Brasil",True,Deputado Alencar,Guarulhos - SP,Mon Feb 01 12:00:00 +0000 2021,36
216,Paula 🇧🇷,"Católica,veterinária, conservadora lutando por 1 Brasil melhor,depois de 10 anos o passarinho achou q a 1° conta incomodava,+ sou brasileira não desisto nunca!",Mon Feb 01 14:08:30 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,,True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,580
217,Ellen Rocha,,Mon Feb 01 14:08:33 +0000 2021,RT @socioambiental: A esperança com a chegada da vacina é marcada pela denúncia da morte de 9 bebês com sintomas de #Covid19 em comunidades…,Curitiba - Paraná - Brasil,True,socioambiental,Brasil,Sun Jan 31 21:00:06 +0000 2021,29
218,Zurê Ferreira Camargo,Zurê Camargo,Mon Feb 01 14:08:36 +0000 2021,"RT @MarioMacjunior: Quem é pior Bolsonaro ou o povo que o segue, vota nele, nega vacina e aglomera?",Cuiabá MT,True,Mario 🚩🚩,"Rio Grande do Sul, Brasil",Mon Feb 01 02:02:38 +0000 2021,78
219,Thiago Nazarko,Escritor em incubação e Devoto de Khalmyr.,Mon Feb 01 14:08:37 +0000 2021,"RT @Nerdbunker: Ator e dublador, Orlando Drummond, o Vingador de Caverna do Dragão, é vacinado contra a COVID-19 aos 101 anos https://t.co/…","Londrina, Brasil",True,NerdBunker,Brasil,Mon Feb 01 13:05:49 +0000 2021,117
220,Vilmar Carneiro,Jornalista responsável do Portal de Notícias - Carneironews - http://carneironews.com.br,Mon Feb 01 14:08:38 +0000 2021,Boletim Coronavírus: Penha registra 13 novos casos positivos na Covid-19 https://t.co/r5Kjns5fVn https://t.co/0NpE6qff75,Penha - SC - BRasil,False,,,,
221,sangriaman,"Enfermeiro. Cuidados Intensivos e VMER.
Disclaimer: escrevo bem (às vezes nem isso) mas falo mal. Se não gostas de palavrões, foge. Politicamente incorrecto.",Mon Feb 01 14:08:40 +0000 2021,"""Médicos dentistas são os únicos profissionais de saúde que não podem estar a 2 metros de distância dos doentes.""… https://t.co/hqRLDZpMml",Guimarães,False,,,,
222,Alexandra de Cassia💕,17y✨,Mon Feb 01 14:08:42 +0000 2021,"Queria tomar a vacina logo pra poder voltar ir pro If, saudade de lá","São João do Ivaí, Brasil",False,,,,
223,Science Bot,"Sou um BOT em defesa da ciência, retweetando tudo que diz respeito à FAPESP.
#EmDefesaDaFAPESP #NãoAoPL627 #CiênciaParaTodos",Mon Feb 01 14:08:43 +0000 2021,RT @BVFAPESP: Desenho e Interpretação de Ensaios Clínicos para Avaliar a Eficácia de Vacinas Contra COVID-19 (transmissão online – 03/02/20…,Brasil,True,Bib Virtual FAPESP,Brasil,Mon Feb 01 13:09:41 +0000 2021,1
224,Dimitri Barcellos,Jornalista colorado | Treinador em formação (@CampusATFA) | Futebol sul-americano no @FootureFC | Inter na @Infernodestino | http://twitch.tv/dimibarcellos_,Mon Feb 01 14:08:46 +0000 2021,"O curioso: eu não tenho medo de agulha, porque tomo vacina e fico de boa. Não tenho medo de sangue, porque quando m… https://t.co/zl75DNtA1t","Viamão, RS",False,,,,
225,Karen Verneque,chega devagar,Mon Feb 01 14:08:47 +0000 2021,"E eu q sonhei q tava tomando a vacina do corona kkkkkkkk meu deus, eu to muito ansiosa",Piracicaba - SP,False,,,,
226,Rinaldo LULA Ferraz,,Mon Feb 01 14:08:47 +0000 2021,"RT @renato_rovai: O PCO fez vídeo me atacando. Acho que falta pauta pra eles. Posso sugerir algumas: desemprego, miséria, fome, Bolsonaro,…",,True,Renato Rovai,Santos/São Paulo - Brasil,Sun Jan 31 20:04:39 +0000 2021,92
227,Helder F Azevedo 🇪🇺l🇵🇹,"Jurista, Filósofo, et cetera.",Mon Feb 01 14:08:47 +0000 2021,Sabem o que é que me enerva mesmo? Os fdp dos sujeitos execráveis que estão a tomar a vacina sem terem direito a el… https://t.co/CNjbPfb4f7,Vila Nova de Famalicão,False,,,,
228,CARMEMLOPES,Cristã. Conservadora. Direita.,Mon Feb 01 14:08:48 +0000 2021,RT @MubarakLuiza: A vacina de Oxford chegou sem comício e sem show !  Percebeu a diferença?,,True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:40:55 +0000 2021,141
229,Thiago Nazarko,Escritor em incubação e Devoto de Khalmyr.,Mon Feb 01 14:08:48 +0000 2021,RT @lucasradaelli: Bom dia só pra quem quer tomar vacina,"Londrina, Brasil",True,Lucas Radaelli,"San Francisco, CA",Mon Feb 01 12:59:04 +0000 2021,35
230,johnny reformed,@zoeyysz @anasclz @aylencupinxas @aylenmaii ❤,Mon Feb 01 14:08:50 +0000 2021,"mundo precisando da vacina: a
unimed: https://t.co/hP5qoRiHZV",natal city,False,,,,
231,Peter Oliveira - Liberdade!,"Conservador, Flamenguista e muito Patriota!
Vamos lutar pela nossa liberdade!!!",Mon Feb 01 14:08:52 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,Plano Piloto de Brasília,True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,581
232,POLITZ,"O POLITZ é o 1º agregador de notícias do Brasil, através de um algoritmo exclusivo que capta informações do mundo inteiro e em tempo real. POLITZ - 2020 ©",Mon Feb 01 14:08:53 +0000 2021,"Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanha… https://t.co/jnj7YdVYSd",Brazil,False,,,,
233,Science Bot,"Sou um BOT em defesa da ciência, retweetando tudo que diz respeito à FAPESP.
#EmDefesaDaFAPESP #NãoAoPL627 #CiênciaParaTodos",Mon Feb 01 14:08:53 +0000 2021,"RT @BVFAPESP: Influência da pandemia de COVID-19 na produção acadêmica de pesquisadores de universidades públicas, da área da saúde, do Est…",Brasil,True,Bib Virtual FAPESP,Brasil,Mon Feb 01 13:29:21 +0000 2021,1
234,Victória,tem que dale pra nao tomale,Mon Feb 01 14:08:53 +0000 2021,"RT @gvnfigueiredo: infelizmente hoje fui pega pela realidade fora do bbb, greve dos caminhoneiro, greve dos motoristas de ônibus, Manaus se…",,True,aprovada na porra do TCC CA-RA-LHO,"Campo Grande, Rio de Janeiro",Mon Feb 01 03:24:45 +0000 2021,257
235,Carlos Mello,Secretário em exercício - Casa Civil do Governo da Bahia,Mon Feb 01 14:08:53 +0000 2021,"Começa hoje a vacinação de idosos a partir de 90 anos em todos da Bahia. Fique ligado!
#BahiaContraOCoronavírus https://t.co/riO2r3jrUN",,False,,,,
236,A dama das rosas,Jogos são tudo ilusão. Não recomendo.,Mon Feb 01 14:08:53 +0000 2021,RT @Curitiba_PMC: ‼️ Saúde alerta para circulação de informações falsas sobre a vacinação em Curitiba. Saiba mais: https://t.co/U9ykHbdknB…,Curitiba - Brasil,True,Prefeitura Curitiba #ImunizaJáCuritiba,Curitiba - PR,Mon Feb 01 14:00:00 +0000 2021,2
237,Danilo Almeida,Brasil Acima de Tudo e Deus Acima de Todos.       🇾🇪🇾🇪SPFC 🇾🇪🇾🇪,Mon Feb 01 14:08:54 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,"Itapevi, Brasil",True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,116
238,Thiago de madrid,"Formado em Marketing, Bacharel em  Educação física. 
    isntagram:  thiago_menezes85",Mon Feb 01 14:08:56 +0000 2021,Graças a Deus em fim vacinado com a 1°dose contra covid 19!!!   #vacinadocovidpodevirjunto #vacinacão… https://t.co/LfVwVJAl19,"Embu, Brasil",False,,,,
239,irenilda Nunes 🇧🇷🇧🇷,DEUS ACIMA DE TUDO!,Mon Feb 01 14:08:57 +0000 2021,"RT @avozdobrasil: #COVID19| Ministro Eduardo Pazuello, do @minsaude, participa  da ampliação do Hospital Nilton Lins, em Manaus (AM), que a…",,True,A Voz do Brasil,Brasília/DF,Wed Jan 27 12:10:48 +0000 2021,927
240,Carol🦋 Harry's bday,segue aí pô,Mon Feb 01 14:08:57 +0000 2021,RT @ifhouis: não acredito que vocês preferem tirar a menina porque ela chora muito do que o cara que é anti vacina bolsominion e disse que…,,True,maria ²⁸ HAPPY BDAY H.,𝒍𝒐𝒖𝒊𝒔𝒕,Mon Feb 01 03:07:22 +0000 2021,9
241,Mariana Rodrigues,,Mon Feb 01 14:08:57 +0000 2021,RT @PorcoComClasse: Bom dia. O indivíduo que insultou candidatos presidenciais e uma deputada já foi demitido?,,True,Francisco Salvador de Figueiredo,,Mon Feb 01 10:00:58 +0000 2021,6
242,Marcelo de Marco,"“O homem não é livre a não ser que o governo seja limitado. À medida que o governo aumenta, a liberdade diminui.” #Reagan 🙌",Mon Feb 01 14:08:57 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…",,True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,1
243,JornalCorreiodeMinas,"#Informação e análise jornalísticas com credibilidade, qualidade e agilidade, baseadas nos princípios editoriais do Jornal CORREIO DE MINAS.#ConselheiroLafaiete",Mon Feb 01 14:08:58 +0000 2021,"Deputado Padre João testa positivo para Covid 19

#testoupositivo #covid19 #correiodeminasonline… https://t.co/tYJInRZZEa","Conselheiro Lafaiete, MG",False,,,,
244,Juazeiro,"Baiano, nordestino, pai do filho mais lindo do mundo, tricolor e comunista.",Mon Feb 01 14:08:58 +0000 2021,"RT @psol50: Chegou o dia da eleição para as Presidências da Câmara e do Senado. Estamos com @luizaerundina, para derrotar o bolsonarismo e…",,True,PSOL 50,Brasília-DF,Mon Feb 01 13:04:40 +0000 2021,18
245,Fernando Junior,"Futebol,  NFL e Política. GO PACK GO!!!",Mon Feb 01 14:08:58 +0000 2021,"RT @AlanLopesRio: O bom de você se posicionar sobre temas polêmicos, é que a separação entre o joio e o trigo é imediata! Reafirmo meu posi…",,True,Alan Lopes,,Mon Feb 01 00:03:44 +0000 2021,1132
246,The Dark Pages Books,"Escritor colaborador do @Rdmcast e @horrorizadaspc - Viciado em filmes e livros, nas horas vagas gosto de fazer resenhas do que assisto e leio. Mente inquieta.",Mon Feb 01 14:09:00 +0000 2021,"5 Motivos para ler A Revolta da Vacina da @DarkSideBooks 

1⃣ Atualidade
2⃣ Comportamento Repetitivo da Sociedade… https://t.co/oLRRRvGBgb",,False,,,,
247,🟡🍿WGProductions | #InfluencerMediaSpace2021,"O Novo formato tá aí, WG Productions 🟢 Buyer Market 🟠
🟡InfluencerMediaSpaceTV | Graphic Entertainment & TV 🟡
Contamos com a sequência de sua participação.",Mon Feb 01 14:09:00 +0000 2021,"#TopDAY🔴
#FervereiroTotal2021
Isso mesmo!! ""Fervereiro"" total 2021 com as cantoras que você é tarado; #LadyGaga… https://t.co/qDYlNcaP49",,False,,,,
248,ღ 𝕽𝖔 𝕲𝖚𝖎𝖒𝖆𝖗𝖆𝖊𝖘 ღ 🦋,"Escorpiana, Separada, Jornalista, Web Designer, Designer Gráfica e Wicca. SuperCinéfila, ama Realitys, Séries e a neta Antonella. Torce pelo Flu e Beija Flor.",Mon Feb 01 14:09:00 +0000 2021,RT @RedeGlobo: A vacina protege você e quem você ama. Faça parte dessa campanha: #VacinaSim! ❤️ #MaisVocê https://t.co/bvud4GY8eG,DO RIO DE JANEIRO PARA SANTOS,True,Globo em 🏠,,Mon Feb 01 13:59:40 +0000 2021,10
249,bia ☕,psicóloga surtada e sem pudor,Mon Feb 01 14:09:00 +0000 2021,Amo que a faculdade Praticamente acabou só tem os estágios e minha turma tá brigando pq smp tem um peso morto que q… https://t.co/BRdlfhgFbw,🦋🐚🐺🎮,False,,,,
250,Geh,por edser eu dou minha vida (ela/dela),Mon Feb 01 14:09:01 +0000 2021,2 idosos q tomaram a vacina aq na minha cidade morreram,júlia ,False,,,,
251,"Chou ✨ 71,1%",Me encanta comentar por twitter los programas basura que veo en mi Televisión. En esta cuenta se apoya a los Galdeano ✌🏼,Mon Feb 01 14:09:03 +0000 2021,Aprender @sanchezcastejon,Nueva Zelanda,False,,,,
252,Geraldo Winter 🚩PSOL50 🔆🚩PT13,PSOL 50 ☀️☀️☀️,Mon Feb 01 14:09:03 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"São Paulo, Brasil",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,654
253,Canal S+,"O S+ é um canal temático de saúde e bem-estar vocacionado para quem trabalha e se interessa pela saúde. 
Canal 129 NOS e MEO, canal 128 Vodafone Portugal",Mon Feb 01 14:09:03 +0000 2021,O bastonário da Ordem dos #Advogados considerou hoje que o Ministério Público deveria abrir um inquérito ao caso oc… https://t.co/DqXYf9gc2p,"Lisboa, Portugal",False,,,,
254,RDC TV,O Rio Grande se conecta aqui • 12 horas de conteúd local! • Canais 24 e 524 da Claro NET TV ou nas lives nas plataformas digitais. Confira: https://t.co/CHBuS12bLW,Mon Feb 01 14:09:04 +0000 2021,"https://t.co/NL7mXqxCTW

A terceira remessa de vacinas CoronaVac, produzida pelo Instituto Butantan e  recebida no… https://t.co/n0sgPSYqNY","Porto Alegre, Brasil",False,,,,
255,Ricardo Silva,"""Quando sozinho, vigia teus pensamentos; em família, tua intolerância; em sociedade, tua língua"".",Mon Feb 01 14:09:04 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!","Brasília, Brazil",True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1076
256,mulher de pocah palavra,,Mon Feb 01 14:09:04 +0000 2021,RT @imyrjoy: eu to? o pessoal dizendo que o rodolffo nao foi homofóbico por maldade e que ele só tem opiniões diferentes o cara acredita em…,,True,andriza,,Mon Feb 01 14:06:28 +0000 2021,1
257,Paula 🇧🇷,"Católica,veterinária, conservadora lutando por 1 Brasil melhor,depois de 10 anos o passarinho achou q a 1° conta incomodava,+ sou brasileira não desisto nunca!",Mon Feb 01 14:09:04 +0000 2021,"RT @PATRlOTAS: Idoso morre após receber vacina contra covid-19 em Manaus.
https://t.co/sJRkCckvYQ",,True,Patriotas,,Sun Jan 31 21:10:48 +0000 2021,116
258,Giovanna,uerj• letras| esfj🦥,Mon Feb 01 14:09:09 +0000 2021,"RT @Danithesouza: gays brancos querendo tirar o Rodolfo pq ele votou no Bolsonaro: 😡👿☠️🇧🇷🚫

gays brancos sobre o estado genocida de Israel…",ela/ dela,True,PCBoomer 🌎,,Mon Feb 01 14:02:25 +0000 2021,11
259,Felipe Santos,,Mon Feb 01 14:09:10 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,Rio de Janeiro,True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,117
260,Lester Nogueira,~A dOr E a DeLíCiA~,Mon Feb 01 14:09:10 +0000 2021,"RT @opinioso: Mercado, para quem não liga nome à pessoa, é uma mistura de especuladores da bolsa, banqueiros, gente que explora day trader…","Santarém, Pará, Brasil",True,Janot Temporariamente Caseiro,,Mon Feb 01 13:50:19 +0000 2021,30
261,Aninha,"Descobrindo o mundo do jeito que ele tem que ser, com suas confusões e alegrias",Mon Feb 01 14:09:11 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"Santos,São Paulo",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,655
262,boninho me aceita no bbb,mama i don't want to die sometimes i wish i’d never been born at all,Mon Feb 01 14:09:11 +0000 2021,@uenoiadaa ❤️👏🏻👍🏻🤗💉 a vacina da minha mãe vem amoh,,False,,,,
263,Antonio Chalhub,"BRASIL sempre . 
Arquiteto e Urbanista, mestre em Planejamento Urbano. blog http://xn--metrpolecapixaba-8ub.blogspot.com",Mon Feb 01 14:09:12 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…","Vila Velha, Brasil",True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,2
264,Harlo Amorim,Vem Espírito Santo,Mon Feb 01 14:09:12 +0000 2021,RT @MBroccart: 🌺Sem cerimônia o governador de SP mostra como pretende lotear o estado para o PCCH. Será um agente trabalhando para a China?…,,True,Marcia Broccart,,Fri Nov 13 09:33:17 +0000 2020,12
265,Edi🚩,,Mon Feb 01 14:09:13 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,656
266,Izaque dos Santos,"“Como prumo, usarei a JUSTIÇA, e a HONESTIDADE será a minha medida.” (Is 28:17) 🏁",Mon Feb 01 14:09:13 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!",,True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1077
267,Gonçalo,,Mon Feb 01 14:09:15 +0000 2021,"RT @TiagoChara: Preocupado com o Diogo Faro. Cada vez mais susceptível de apanhar covid19, não tanto pelos ajuntamentos em que está com 10…",,True,Tiago Chará,,Mon Feb 01 09:21:26 +0000 2021,22
268,sad & brazilian,"ela era café frio

📚",Mon Feb 01 14:09:16 +0000 2021,"RT @opinioso: Mercado, para quem não liga nome à pessoa, é uma mistura de especuladores da bolsa, banqueiros, gente que explora day trader…","Santa Catarina, Brasil",True,Janot Temporariamente Caseiro,,Mon Feb 01 13:50:19 +0000 2021,31
269,celine,aceito críticas mas não fico calada || Turismo - CEFET,Mon Feb 01 14:09:17 +0000 2021,@bielr_alves sim! não tem previsão pra volta presencial ainda. provavelmente só depois das duas doses da vacina,,False,,,,
270,Prince 🇪🇺,"Europeísta federalista🇪🇺
Eco-Socialismo aka Social-Democracia Europeia🌹 Modelo ambientalista nórdico. #EuropeanGreenDeal🌱
My kingdom is not from this world!",Mon Feb 01 14:09:18 +0000 2021,"@FilipeCmachado @DGSaude Tens acesso a esse formulário  através do texto deste link:
https://t.co/sL7koPB4gy",No Eucaliptugal de AssCristas,False,,,,
271,Oldschool_SP,Totus Tuus 📿Adveniat Regnun Tuum. Católico Apostólico Romano.,Mon Feb 01 14:09:18 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,Vale do Paraíba ,True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,118
272,"🚩 Lobo Mau 🚩 sem leite condensado, sem vaselina","Fiscal de galinheiro. SDV só esquerda. Ciromínion NÃO É esquerda! N. Feto também não! 'Eu posso estar sozinho, mas eu sei muito bem aonde estou. Ele/dele",Mon Feb 01 14:09:18 +0000 2021,Imagine que louco se os chineses chamarem a variante manauara do Sars-CoV-2 de VÍRUS BRASILEIRO ???,"Mata Atlântica, Bahia, Brasil",False,,,,
273,Ronaldo 🌽🇧🇷🌽🇧🇷🌽🇧🇷🌽,"Amor da Paula, pai da Rafa, Pedro e Léo , sempre atento ao futuro da minha família.

Se você está descrevendo a verdade, deixe a elegância para o alfaiate.

✌️",Mon Feb 01 14:09:20 +0000 2021,"RT @MBColunista: A coronavac custa 10 dólares com 50% de eficácia após 2 doses. A vacina de Oxford, 3 dólares com 70% de eficácia com uma d…",Federated States of Micronesia,True,Maurinho Bueno 🇧🇷 🇺🇸,Astoria New York City,Mon Feb 01 01:13:37 +0000 2021,274
274,Edu,Os ausentes nunca têm razão. 😎,Mon Feb 01 14:09:20 +0000 2021,"RT @AtalaiaBR: Dizem que Bolsonaro não foi impedido pelo STF para tomar decisões contra o coronavirus.
Se não existisse essa restrição, por…",,True,Atalaia BR 🌀,,Sun Jan 31 15:03:57 +0000 2021,301
275,Cynthia Siqueira🚑🚜,"Ariana,mas,bem ariana mesmo...daquelas que não levam desaforo e vivem batendo a cabeça,afinal,porque não?",Mon Feb 01 14:09:21 +0000 2021,"RT @brunaobarreto3: Não pode:

- Nomear como ""vírus chinês"" um vírus que nasceu na China!! 🤦🏻‍♂️

Pode:

- Justificar como ""cepa brasileira…","São Paulo,Curitiba",True,Brunão,,Mon Feb 01 12:23:00 +0000 2021,118
276,Momento Econômico 💰,"📌 Momento Econômico O dia a dia da Bolsa de Valores há mais de 20 anos. Advogado - Dir. Tributário, Dir. Médico e Bioética, Teólogo e Professor.",Mon Feb 01 14:09:21 +0000 2021,Não vai ser tão tranquilo como muitos imaginam.,"São Paulo, Brasil",False,,,,
277,Sinthia Fernandes,"Sailing around the world for a living and for some learning.

Instagram/sinthiafs",Mon Feb 01 14:09:22 +0000 2021,@Robsond79937461 Conversando com minha mãe sobre as vacinas que tomamos na infância ela me contou que tive sarampo… https://t.co/yMFyIQ4u5O,Brasil,False,,,,
